ITEM,MONTH,NSW,VIC,QLD,SA,WA,TAS,ACT,NT,TOTAL
3,Apr-07,52384,36894,35267,16689,17272,6728,1350,845,167429
3,May-07,52939,32162,31388,15641,14925,6771,1243,915,155984
3,Jun-07,38794,22093,22800,9886,9445,4599,1004,651,109272
3,Jul-07,43919,23552,25072,10858,11004,5913,1014,822,122154
3,Aug-07,47613,27045,29620,14716,10888,6438,1888,970,139178
3,Sep-07,41770,23872,24831,11506,9967,5709,999,891,119545
3,Oct-07,46075,25619,27420,11042,11330,5857,1697,963,130003
3,Nov-07,43597,23272,26176,10126,10179,5103,1756,907,121116
3,Dec-07,39831,22780,25846,9503,9675,4978,1041,756,114410
3,Jan-08,41989,24775,26291,10616,10141,5028,1190,808,120838
3,Feb-08,44306,24286,26960,10356,10522,5413,1297,975,124115
3,Mar-08,52072,31204,33991,12452,13197,6737,1610,1026,152289
3,Apr-08,70376,55692,53004,27028,30518,10828,2028,1127,250601
3,May-08,61996,44830,41893,20235,28561,9326,1932,1189,209962
3,Jun-08,48653,29809,31541,12922,19597,6623,1402,973,151520
3,Jul-08,54360,29257,32331,12666,15527,6971,1329,992,153433
3,Aug-08,49212,27839,31016,11215,12231,6332,1133,945,139923
3,Sep-08,51251,27956,30639,11892,11971,6165,1206,1029,142109
3,Oct-08,52933,31588,32935,13134,12629,7008,1302,1216,152745
3,Nov-08,48056,27235,29269,11574,11611,6164,1086,926,135921
3,Dec-08,52119,30276,32514,12547,12624,6642,1007,883,148612
3,Jan-09,48155,26185,29720,11384,11911,6012,1020,753,135140
3,Feb-09,52000,27735,33308,12293,14117,6743,1116,979,148291
3,Mar-09,82256,53621,54750,21542,29128,9774,1986,1453,254510
3,Apr-09,87988,56481,56012,30531,36902,10874,2157,1208,282153
3,May-09,82405,51903,52792,26031,35830,10155,2313,1292,262721
3,Jun-09,69838,40630,42685,18486,25253,8236,2061,1366,208555
3,Jul-09,72470,38099,41945,16904,20486,8297,1671,1383,201255
3,Aug-09,63578,33666,38076,14993,17799,7226,1673,1064,178075
3,Sep-09,64968,35001,37527,15910,17643,7748,1633,1307,181737
3,Oct-09,103551,76016,83762,42002,37615,16272,2900,1780,363898
3,Nov-09,96001,64820,66070,28663,28516,14599,2887,1434,302990
3,Dec-09,82806,54432,52193,20186,24217,11096,2459,1275,248664
3,Jan-10,67163,38811,43795,16618,19528,9149,1768,979,197811
3,Feb-10,83006,40279,52451,17452,20320,11833,2066,1213,228620
3,Mar-10,113286,59012,82660,29625,31885,16911,2850,1597,337826
3,Apr-10,113979,70840,87059,33039,48211,18076,3667,1467,376338
3,May-10,89453,57452,64286,24866,28556,12452,2592,1366,281023
3,Jun-10,77771,45847,52843,20612,24029,9643,1991,1252,233988
3,Jul-10,74463,41409,44814,17942,20507,8644,1794,1217,210790
3,Aug-10,71951,39619,41136,17372,20352,8116,1756,1107,201409
3,Sep-10,73984,40182,41774,18665,19831,7405,1887,1221,204949
3,Oct-10,67066,38185,39665,17692,19565,7304,1729,1179,192385
3,Nov-10,72720,40679,43730,18947,20687,7822,1801,1107,207493
3,Dec-10,71602,39543,41431,17640,19527,7912,1812,1192,200659
3,Jan-11,61226,34355,36828,15907,17953,6563,1599,966,175397
3,Feb-11,67739,37003,39593,15742,19264,7093,1673,970,189077
3,Mar-11,97551,67547,64268,30186,31615,11931,2891,1831,307820
3,Apr-11,95009,64952,64797,32778,34249,12370,2805,1317,308277
3,May-11,91419,55656,56256,26074,32732,10701,2296,1503,276637
3,Jun-11,76475,44066,46816,20547,23807,8173,1915,1187,222986
3,Jul-11,73036,41131,43520,18742,21131,7658,1707,1228,208153
3,Aug-11,77815,43054,47123,19499,21963,8770,1791,1378,221393
3,Sep-11,74206,40283,43377,18192,21062,7869,1720,1372,208081
3,Oct-11,71204,39351,43569,16970,19611,7758,1587,1365,201415
3,Nov-11,74809,41534,44480,18143,21595,7826,1670,1451,211508
3,Dec-11,73276,40289,42972,16969,19609,7574,1595,1316,203600
3,Jan-12,65024,34476,36497,15881,17514,7062,1634,1204,179292
3,Feb-12,71199,37694,38080,15959,17382,7342,1707,1247,190610
3,Mar-12,103534,70333,60778,29286,27525,13519,3294,1497,309766
3,Apr-12,100349,62568,59545,32363,31746,12612,4112,1317,304612
3,May-12,94953,56273,50683,26759,29251,11233,3534,1830,274516
3,Jun-12,77497,40470,41382,18180,20113,7841,3917,1376,210776
3,Jul-12,75772,41625,41696,17972,21052,8490,2512,1183,210302
3,Aug-12,75370,40688,42186,17731,19367,8140,2200,1266,206948
3,Sep-12,68258,36937,36726,15486,17508,7024,2152,1218,185309
3,Oct-12,73309,39261,39374,16611,18552,7832,2230,1446,198615
3,Nov-12,73084,37559,39038,16163,18556,7644,1861,1364,195269
3,Dec-12,66246,35170,35665,14685,16001,7054,1691,1067,177579
3,Jan-13,64740,34541,37350,16049,17140,7312,1780,1262,180174
3,Feb-13,66964,36084,36775,15292,16799,7424,1607,1408,182353
3,Mar-13,116626,73255,74478,36162,32285,13388,3337,1874,351405
3,Apr-13,130963,80214,89417,44928,45683,18326,5003,1926,416460
3,May-13,96421,56072,55026,26890,30398,11579,3569,1425,281380
3,Jun-13,71213,38027,39009,17845,19323,7961,1933,1135,196446
3,Jul-13,80655,42787,43025,19126,20666,8469,1993,1270,217991
3,Aug-13,77307,39431,41804,17335,19300,7849,1993,1160,206179
3,Sep-13,70995,37689,38833,16386,17534,7584,1760,1235,192016
3,Oct-13,74356,39781,40724,17273,19723,7996,1941,1404,203198
3,Nov-13,70117,37013,38478,16335,18044,7127,1822,1174,190110
3,Dec-13,67890,37467,39085,16087,17296,6951,1851,1243,187870
3,Jan-14,67005,35114,36976,15863,17532,7163,2036,1284,182973
3,Feb-14,67573,36345,38423,15234,17573,6888,1943,1268,185247
3,Mar-14,129652,84166,82046,35744,33073,15069,4778,1628,386156
3,Apr-14,118312,72331,78680,45271,39434,17623,5692,1663,379006
3,May-14,90522,52127,52646,26194,28565,10158,3254,1403,264869
3,Jun-14,72207,39728,41359,17738,19912,8012,2385,1257,202598
3,Jul-14,76887,40995,42808,18880,20469,8398,2410,1251,212098
3,Aug-14,73282,38404,40614,17244,18252,7499,2184,1103,198582
3,Sep-14,74309,39593,40681,17630,17635,7729,2104,1242,200923
3,Oct-14,74585,39333,42197,17404,19032,7779,2127,1333,203790
3,Nov-14,67447,34139,37197,15171,16315,7083,2024,1062,180438
3,Dec-14,75231,40958,43412,17581,19069,7870,2014,1121,207256
3,Jan-15,78595,43912,46091,18395,21042,8448,2105,1185,219773
3,Feb-15,79596,42999,44258,17223,19956,8081,2121,1355,215589
3,Mar-15,88189,47123,51283,19302,21636,8548,2488,1565,240134
3,Apr-15,166177,120848,110927,58217,50762,24298,6835,1534,539598
3,May-15,144191,81560,91744,42516,42333,18052,5051,1513,426960
3,Jun-15,95201,55966,53376,23080,26609,11362,3525,1748,270867
3,Jul-15,90731,50247,50325,20764,23848,9277,2784,1301,249277
3,Aug-15,84969,46481,47116,19641,21939,8707,2554,1496,232903
3,Sep-15,81482,44872,45874,18441,19649,8756,2273,1422,222769
3,Oct-15,80240,43881,45175,18278,20244,8290,2086,1281,219475
3,Nov-15,79263,42889,45087,17692,18974,8298,2119,1312,215634
3,Dec-15,77569,44024,46167,17479,19555,7684,1991,1325,215794
3,Jan-16,66571,37984,39930,16179,17864,6980,1822,1131,188461
3,Feb-16,77934,43422,46366,17590,19269,8251,1999,1394,216225
3,Mar-16,80646,43206,47741,17612,19814,7922,2103,1347,220391
3,Apr-16,161224,111661,115179,57748,49354,22972,6036,1798,525972
3,May-16,141826,93352,92625,44590,40906,18859,5350,1642,439150
3,Jun-16,85200,51996,52147,22212,24156,10069,2441,1207,249428
3,Jul-16,77384,44692,44565,18616,20325,7894,2278,966,216720
3,Aug-16,84715,47198,48363,20119,21691,8887,2366,1326,234665
3,Sep-16,79502,42941,45282,18041,19899,8477,2059,1398,217599
3,Oct-16,72467,42510,42012,17595,20106,7787,1959,1123,205559
3,Nov-16,80726,45909,46368,21317,21876,8087,2169,1077,227529
3,Dec-16,72474,41786,41738,17594,20150,7741,1908,955,204346
3,Jan-17,69724,40913,41476,17606,18866,7965,1831,1045,199426
3,Feb-17,75691,43237,43652,17304,19321,8091,1930,1408,210634
3,Mar-17,91874,48005,51523,21589,22458,9267,2321,1449,248486
3,Apr-17,144737,91683,102355,54690,28548,13397,4797,1248,441455
3,May-17,129950,102410,77303,43002,52484,25084,5324,1431,436988
3,Jun-17,84626,51767,49356,22987,27376,11296,2594,1340,251342
3,Jul-17,78813,46167,45008,20241,20965,9096,2084,1084,223458
3,Aug-17,86974,49380,49109,21309,22029,9083,2166,1198,241248
3,Sep-17,76879,45966,43728,19218,20170,8708,1940,1187,217796
3,Oct-17,76729,45755,44131,18958,20987,8331,2078,2052,219021
3,Nov-17,79971,44897,45340,18469,20734,8153,2094,1560,221218
3,Dec-17,70572,41113,40546,16453,18593,7364,1838,1124,197603
3,Jan-18,72370,41619,43194,16814,20636,7515,1807,1321,205276
3,Feb-18,72634,40338,41719,15916,21438,7560,1746,1146,202497
3,Mar-18,80218,42956,47851,17739,21486,8010,1975,1175,221410
3,Apr-18,111490,70261,84320,40956,24943,14175,4831,1428,352404
3,May-18,234239,163192,132771,67031,65830,32111,8955,1779,705908
3,Jun-18,111837,63013,59043,25328,31342,14871,3932,1191,310557
3,Jul-18,91059,50902,49498,20630,24492,11588,2693,1036,251898
3,Aug-18,87598,49466,48944,18874,23148,23215,2511,1240,254996
3,Sep-18,76996,41227,42792,16429,18831,14574,2028,1011,213888
3,Oct-18,83220,46600,47533,19600,22679,12753,2188,1227,235800
3,Nov-18,83405,44389,47558,17789,21258,9615,2222,1178,227414
3,Dec-18,75088,40716,43147,16458,18690,8189,1907,987,205182
3,Jan-19,76817,41816,44726,17639,20489,7847,2168,1109,212611
3,Feb-19,79527,43244,45653,17033,20741,7816,1972,1108,217094
3,Mar-19,84363,45476,48590,16979,20944,7698,2290,1237,227577
3,Apr-19,118876,88802,103934,37709,24573,13435,4400,1562,393291
3,May-19,268613,181816,141550,101536,85434,36634,9702,2289,827574
3,Jun-19,132727,87280,71320,33201,70412,16315,5209,1522,417986
3,Jul-19,106424,62625,59628,24176,39016,10107,3214,1392,306582
3,Aug-19,93136,51665,55676,20085,26213,8871,2449,1178,259273
3,Sep-19,84848,44935,48643,18769,21506,7826,2297,1215,230039
3,Oct-19,88604,49505,51178,19648,24392,8335,2282,1260,245204
3,Nov-19,85603,46542,49772,18577,22446,8117,2357,1238,234652
3,Dec-19,80466,43727,45041,17821,20652,7508,2176,1165,218556
3,Jan-20,78686,43347,46117,17969,20787,7514,2103,1138,217661
3,Feb-20,82411,44990,46432,17609,21303,7574,2113,1318,223750
3,Mar-20,105511,77163,73915,23275,30253,8101,3275,1636,323129
3,Apr-20,326161,205328,219052,135297,138787,36026,10131,2363,1073145
3,May-20,206650,126097,108303,61391,72495,31010,6425,1942,614313
3,Jun-20,97536,54110,54258,20130,27061,9354,2435,1278,266162
3,Jul-20,85039,41914,45602,17342,22705,7070,2190,1157,223019
3,Aug-20,72986,29480,42115,15292,20216,6031,1863,1063,189046
3,Sep-20,73381,29710,42013,15421,19884,6665,1854,1164,190092
3,Oct-20,71554,32140,41232,14574,19906,6018,1871,1135,188430
3,Nov-20,72165,33431,40813,13123,19220,6294,1965,1188,188199
3,Dec-20,70968,33358,40933,13209,18540,6250,1812,1065,186135
3,Jan-21,61589,30511,36553,12693,17217,5315,1549,1002,166429
3,Feb-21,69653,38177,40190,13905,15970,6206,1877,1105,187083
3,Mar-21,85709,45328,47121,15593,21229,7044,2238,1280,225542
3,Apr-21,181101,121914,110280,62686,46086,15645,6299,1398,545409
3,May-21,212273,148652,123829,71778,72710,27135,8308,1865,666550
36,Jul-93,165285,96610,68837,30599,32198,10247,8311,2084,414171
36,Aug-93,157620,102426,67555,30890,31823,10134,7813,2183,410444
36,Sep-93,161994,96975,68369,31971,31189,9432,7844,2308,410082
36,Oct-93,142313,96514,66481,25554,28794,9379,6637,2100,377772
36,Nov-93,177322,95644,71587,30466,33297,10076,8454,2245,429091
36,Dec-93,146511,96812,65049,26471,29496,8840,7062,2504,382745
36,Jan-94,143411,90169,65240,28129,28659,8885,6868,2078,373439
36,Feb-94,158433,99645,74065,29535,35683,9576,8161,2536,417634
36,Mar-94,181231,107540,82169,37301,29736,11735,8299,2840,460851
36,Apr-94,155145,91406,67515,27049,37398,9599,7439,2369,397920
36,May-94,191938,112683,81401,32546,42964,12008,9009,2622,485171
36,Jun-94,164646,124677,74873,33718,34855,10379,8155,2295,453598
36,Jul-94,157890,102031,77196,28427,35134,9753,7530,2184,420145
36,Aug-94,200348,116288,80946,36339,41355,12829,9879,2713,500697
36,Sep-94,180318,117741,79990,34451,39224,11583,8975,2532,474814
36,Oct-94,165717,110036,74388,32193,36835,11111,8290,2669,441239
36,Nov-94,188499,119598,90269,41471,43488,11975,9235,2800,507335
36,Dec-94,158057,110764,76563,31212,34735,9608,8470,2384,431793
36,Jan-95,185457,115174,84727,34480,41111,11646,8666,2891,484152
36,Feb-95,184735,110593,89434,36582,42890,11203,9536,3120,488093
36,Mar-95,191642,129849,98381,41928,43087,14288,10324,3387,532886
36,Apr-95,176794,107335,83139,31317,36128,10741,8725,3158,457337
36,May-95,226668,141103,100698,37310,44947,14462,11696,3530,580414
36,Jun-95,192294,142794,92249,40592,41314,12544,10054,3206,535047
36,Jul-95,185969,126433,84307,36619,47343,13618,9930,3237,507456
36,Aug-95,258914,149881,118396,43627,54069,13175,12386,3773,654221
36,Sep-95,219241,131015,95929,42641,50026,13138,11507,3893,567390
36,Oct-95,197798,159098,102470,37166,53256,13212,9571,3408,575979
36,Nov-95,201959,131474,88339,40939,46491,14961,10635,4036,538834
36,Dec-95,190179,124488,93363,34985,35940,10460,10475,3314,503204
36,Jan-96,214641,131437,103997,42042,50036,13048,10159,3603,568963
36,Feb-96,210349,138638,99408,40672,46195,12333,10447,3605,561647
36,Mar-96,217558,143845,94180,42059,49897,13741,10895,3625,575800
36,Apr-96,204537,132461,109775,38454,51917,13207,10404,3548,564303
36,May-96,269311,160975,122887,49560,60984,15978,14361,4500,698556
36,Jun-96,192891,142430,92700,38868,45897,12042,10120,3448,538396
36,Jul-96,213041,153711,118152,43861,55566,15805,11028,3522,614686
36,Aug-96,233011,160510,102597,43559,57505,14640,12449,3547,627818
36,Sep-96,228847,150513,119082,43121,47476,13944,12137,3704,618824
36,Oct-96,231221,157204,115766,44359,54488,14116,12570,3887,633611
36,Nov-96,231941,139269,117783,44119,56746,13827,13007,4101,620793
36,Dec-96,184781,137393,96373,41960,44617,12950,9990,3462,531526
36,Jan-97,228079,150740,115873,45064,50342,13903,11857,3515,619373
36,Feb-97,214024,128663,118727,42268,49695,12574,11444,3918,581313
36,Mar-97,218553,132258,109449,44328,50559,12518,11668,4278,583611
36,Apr-97,252168,161297,125123,47367,57248,15215,13922,4385,676725
36,May-97,252612,164656,120017,45119,60862,15870,13914,3847,676897
36,Jun-97,219553,144598,114563,44715,52716,14037,11887,3441,605510
36,Jul-97,258869,158299,124460,50072,55654,16104,13719,4441,681618
36,Aug-97,235195,152062,116753,48048,60509,14355,12645,4212,643779
36,Sep-97,255857,157762,128294,46619,56884,14646,13794,4168,678024
36,Oct-97,227509,159050,126077,46051,59831,14289,12947,4050,649804
36,Nov-97,237101,146823,115675,46536,52775,13647,12424,4541,629522
36,Dec-97,194153,143034,115885,43890,56212,12371,10399,4181,580125
36,Jan-98,220267,141742,114099,42106,48252,12358,11317,4115,594256
36,Feb-98,232413,145484,127978,40775,58728,12968,12378,3773,634497
36,Mar-98,252323,163378,140359,54183,54993,14840,13169,4740,697985
36,Apr-98,242966,149172,125070,46362,57408,13854,12842,4351,652025
36,May-98,255691,177739,137190,51910,59108,15235,14570,4492,715935
36,Jun-98,245149,152933,129050,49471,60148,12894,13671,4189,667505
36,Jul-98,276018,185933,146881,51185,62241,16810,15391,4518,758977
36,Aug-98,237049,166938,129544,49002,60229,14384,13522,3689,674357
36,Sep-98,262569,170618,133844,54427,63604,14946,14650,4944,719602
36,Oct-98,241466,168561,132027,51702,62032,15051,13241,4686,688766
36,Nov-98,249672,153248,140099,49180,61223,14350,13528,4139,685439
36,Dec-98,215158,154149,125114,49588,57897,13911,11329,4074,631220
36,Jan-99,220279,139114,113438,43977,51149,12392,11553,4175,596077
36,Feb-99,244361,158686,137436,50236,60395,13918,12859,4331,682222
36,Mar-99,279250,174294,154913,55391,65833,16525,14603,4630,765439
36,Apr-99,258529,173770,130397,50442,61000,15842,13883,4847,708710
36,May-99,263929,165295,143658,53455,63064,15431,14379,4487,723698
36,Jun-99,248635,168289,135893,53852,65292,15424,13631,4586,705602
36,Jul-99,261699,179060,141724,52686,61339,16604,13602,4218,730932
36,Aug-99,271146,189530,129577,55693,66279,17214,14313,4237,747989
36,Sep-99,294356,180911,144650,57235,64809,16538,15272,4898,778669
36,Oct-99,247033,172278,130099,51321,61973,16079,12856,4521,696160
36,Nov-99,258027,177477,149958,57433,64758,16486,13931,4952,743022
36,Dec-99,249036,164020,129178,51271,62052,15284,12354,4901,688096
36,Jan-00,222154,148931,119793,45919,53017,13062,10581,4127,617584
36,Feb-00,259157,169694,139067,54128,63904,14934,13359,4812,719055
36,Mar-00,309592,191087,163369,63084,71507,18551,14787,5656,837633
36,Apr-00,235283,163103,123765,47650,56681,14783,11559,4108,656932
36,May-00,290931,195474,149759,58176,70460,18388,14535,5017,802740
36,Jun-00,267085,184470,145369,54697,66655,16221,13152,5109,752758
36,Jul-00,260126,184629,141476,59952,66115,17142,12372,4790,746602
36,Aug-00,316033,197152,157954,62386,75969,18230,15282,4932,847938
36,Sep-00,262735,170079,137297,57962,66069,15302,12057,5178,726679
36,Oct-00,262404,190140,150327,57415,63566,16007,12542,4707,757108
36,Nov-00,282812,189144,155570,58679,70390,17190,13076,5814,792675
36,Dec-00,234479,155955,117870,48507,56744,13571,11444,4794,643364
36,Jan-01,249810,174449,140479,58263,61358,16107,11757,5426,717649
36,Feb-01,280303,198570,163864,57456,72477,18040,12551,5122,808383
36,Mar-01,315907,202830,171439,68579,75857,19055,14369,6835,874871
36,Apr-01,256292,168137,138748,55581,61806,16510,11934,4981,713989
36,May-01,328195,215805,165739,64929,80748,21337,14678,6603,898034
36,Jun-01,281221,188035,150818,63356,67247,17506,12331,5658,786172
36,Jul-01,311804,192044,165019,62128,71238,20415,13227,4899,840774
36,Aug-01,318275,207667,158252,67397,74756,20080,13617,5641,865685
36,Sep-01,281490,180582,148905,57823,64863,17408,11783,5054,767908
36,Oct-01,317575,200538,169022,62940,70841,20105,13150,6545,860716
36,Nov-01,302496,193010,165859,62624,73439,18975,12181,5717,834301
36,Dec-01,236301,159963,121618,50783,57663,15353,9808,4553,656042
36,Jan-02,268037,173835,145035,57728,66011,17090,9724,6107,743567
36,Feb-02,283286,173823,148933,58979,68360,17155,11098,5499,767133
36,Mar-02,305323,193065,156483,60846,68190,18809,11594,5818,820128
36,Apr-02,302341,190092,158942,61942,71123,19105,11494,6881,821920
36,May-02,332333,227828,170442,68819,82238,22781,12524,5979,922944
36,Jun-02,278371,172054,142589,58031,66090,16855,9869,5718,749577
36,Jul-02,326758,211106,172244,69607,76225,22323,11329,6629,896221
36,Aug-02,331145,206288,161669,66872,77814,20485,11134,5745,881152
36,Sep-02,312747,188670,150023,63543,69784,18726,10852,6506,820851
36,Oct-02,321296,197632,165544,63611,77768,20293,10772,7729,864645
36,Nov-02,302308,184499,152588,62346,72036,18861,10266,6667,809571
36,Dec-02,275169,166133,135701,55821,65357,17652,9441,7631,732905
36,Jan-03,275683,180079,141977,53963,68342,17163,9342,6562,753111
36,Feb-03,301739,185156,154416,59962,72009,17226,10382,5650,806540
36,Mar-03,326560,192784,167807,65584,71472,19731,10458,7680,862076
36,Apr-03,298556,182328,145741,56252,68193,18780,10735,7329,787914
36,May-03,331035,205454,166085,64804,80754,21020,11384,7174,887710
36,Jun-03,297772,186378,148612,61964,73637,18164,10217,6996,803740
36,Jul-03,339811,213039,176293,70421,80159,22715,11595,7310,921343
36,Aug-03,321693,190851,162402,64083,74085,19056,10774,5927,848871
36,Sep-03,339413,196597,165680,66547,73492,18687,11722,6788,878926
36,Oct-03,333972,201901,175298,64613,82512,20746,11084,7425,897551
36,Nov-03,303991,186528,156772,61364,72124,17796,9495,6706,814776
36,Dec-03,300007,178262,148485,58273,69860,18232,9414,6605,789138
36,Jan-04,288795,171488,147403,53873,64916,16127,8712,6370,757684
36,Feb-04,303814,181492,156968,63470,70074,17754,9900,5810,809282
36,Mar-04,359645,218919,175243,71114,81411,20913,11316,7935,946496
36,Apr-04,293937,197514,158813,62082,72347,19755,9637,6468,820553
36,May-04,356876,214547,174813,62617,76689,20216,11069,6385,923212
36,Jun-04,322259,206932,161066,69420,80114,19785,10492,7473,877541
36,Jul-04,373064,224772,186409,70246,78041,23492,12114,6714,974852
36,Aug-04,352897,215694,178285,69878,82594,21393,11360,5887,937988
36,Sep-04,339373,211377,175403,68357,82491,20410,10973,6946,915330
36,Oct-04,335858,209604,175351,64288,75606,21531,10145,6801,899184
36,Nov-04,360458,210206,187748,71492,83354,22077,11568,6569,953472
36,Dec-04,330895,199500,166277,64875,74871,19776,11030,6991,874215
36,Jan-05,265286,174035,141728,54403,64918,17107,8314,5618,731409
36,Feb-05,319464,193762,172098,64904,74676,18589,9841,5889,859223
36,Mar-05,342413,203946,177455,67504,80562,19681,10847,8398,910806
36,Apr-05,325050,205590,170560,63070,75208,20985,10480,6667,877610
36,May-05,361154,225213,180151,70806,82322,22892,11642,6930,961110
36,Jun-05,333257,207933,169644,66487,77453,20202,10676,7122,892774
36,Jul-05,326384,210994,171553,66032,76563,21918,10384,5615,889443
36,Aug-05,366645,236835,187938,75378,89018,23389,11542,8035,998780
36,Sep-05,356389,214494,177239,69510,73816,21063,10769,6512,929792
36,Oct-05,317465,209915,177209,61495,80832,20653,9778,5549,882896
36,Nov-05,354889,218564,188447,72063,81554,22512,11167,6286,955482
36,Dec-05,306016,194096,156118,60441,69656,19849,9813,5759,821748
36,Jan-06,294896,186807,155006,58806,70062,19004,9241,5913,799735
36,Feb-06,334467,211087,179458,66427,75222,20017,11173,6043,903894
36,Mar-06,393938,234016,201659,72271,85328,23503,12687,7541,1030943
36,Apr-06,291853,190385,147617,55912,66125,18878,9705,5540,786015
36,May-06,393164,255777,193565,77898,90922,25630,12756,7618,1057330
36,Jun-06,329265,208202,168747,66489,78172,21520,10689,7246,890330
36,Jul-06,344581,224772,170726,65778,77010,22672,11187,5368,922094
36,Aug-06,385900,242833,191209,75685,87767,24251,12961,7232,1027838
36,Sep-06,357398,216988,176469,67159,80040,21280,12135,6677,938146
36,Oct-06,337138,231046,181301,65716,78856,23264,11799,6825,935945
36,Nov-06,365245,221013,187639,70968,83988,22809,12547,7033,971242
36,Dec-06,295169,191790,148228,57726,70061,19333,10431,6321,799059
36,Jan-07,304560,192670,163269,62515,73808,20398,10531,6626,834377
36,Feb-07,334781,206415,173672,63102,76545,20292,11161,6381,892349
36,Mar-07,367527,227984,191630,71610,81195,23523,12196,8163,983828
36,Apr-07,295333,188074,153052,56152,68809,19408,10112,6026,796966
36,May-07,398231,251488,195779,77700,89894,25952,13728,7194,1059966
36,Jun-07,326944,211861,164866,64263,75684,20114,11105,6308,881145
36,Jul-07,350495,224852,175377,68538,79523,23656,11420,6932,940793
36,Aug-07,385951,243036,186136,72707,83974,24581,13023,7406,1016814
36,Sep-07,338384,217665,175366,64180,76669,21263,11991,7387,912905
36,Oct-07,367870,240860,192041,69371,82317,25023,12354,8834,998670
36,Nov-07,365002,222045,183066,69154,82860,22872,12379,8144,965522
36,Dec-07,305006,197233,152284,58502,68702,19984,9845,6529,818085
36,Jan-08,318414,202187,166726,63328,74672,21194,11426,7231,865178
36,Feb-08,363945,230806,187509,71153,81641,23163,12140,7979,978336
36,Mar-08,338026,205025,170850,62656,73765,21255,10972,7834,890383
36,Apr-08,350557,226413,184881,68979,78497,24236,11647,7176,952386
36,May-08,345443,217319,168052,67330,74261,22571,12295,7797,915068
36,Jun-08,289801,184509,147769,59117,65118,18670,9865,6322,781171
36,Jul-08,319469,195879,162270,63202,66012,21740,10904,6756,846232
36,Aug-08,298897,185379,145929,58240,64391,18703,10193,5740,787472
36,Sep-08,298570,181108,149611,59682,62275,18112,10498,6750,786606
36,Oct-08,308554,204937,166566,62431,71561,20466,10890,7189,852594
36,Nov-08,281263,170122,145756,57044,63410,17826,9868,5937,751226
36,Dec-08,258932,170540,135342,54576,59634,17621,9585,6616,712846
36,Jan-09,251161,153724,137406,52138,57263,15846,8706,5287,681531
36,Feb-09,285375,174998,152272,56506,63766,17335,9898,6899,767049
36,Mar-09,308923,187134,164137,59456,66447,19530,10739,7374,823740
36,Apr-09,271353,172843,142379,54740,57371,18253,9173,6862,732974
36,May-09,289810,186562,143707,58845,64954,18895,10666,6528,779967
36,Jun-09,276612,169366,143999,56579,62657,17998,9975,6269,743455
36,Jul-09,294445,193008,155064,61221,66572,19774,10188,6681,806953
36,Aug-09,295597,183121,146953,58830,63192,17865,10311,5966,781835
36,Sep-09,301141,184258,154748,61654,63141,18309,10252,7434,800937
36,Oct-09,287446,196977,158554,58491,67515,18512,9556,6827,803878
36,Nov-09,290429,177500,152423,58437,65301,18176,9244,6841,778351
36,Dec-09,263123,172021,137997,53190,59261,16816,8829,7189,718426
36,Jan-10,234696,153683,133740,51614,55606,15489,8167,6368,659363
36,Feb-10,294953,186181,157455,60121,66966,17332,10136,6980,800124
36,Mar-10,334421,203025,174146,65963,72468,21067,10791,9128,891009
36,Apr-10,264795,172536,141710,54951,59592,18281,9157,6692,727714
36,May-10,298149,193280,153628,62738,68772,19786,10091,6727,813171
36,Jun-10,295497,188720,157419,62376,69275,18975,10137,7413,809812
36,Jul-10,306381,198632,164867,62611,68062,21650,10115,7123,839441
36,Aug-10,315937,198207,163916,65114,71885,21242,10343,6762,853406
36,Sep-10,317958,200509,169496,65016,69653,20814,10248,8010,861704
36,Oct-10,293217,197475,167279,60754,70017,20799,10111,7348,827000
36,Nov-10,322928,200746,174464,66721,75435,22406,11348,7942,881990
36,Dec-10,274526,180010,145505,55213,62678,18826,9363,6997,753118
36,Jan-11,253076,161654,136393,53387,59316,17886,8862,6541,697115
36,Feb-11,307025,195124,168163,61977,70263,20859,10632,7673,841716
36,Mar-11,349456,221552,195359,69931,78625,23945,12087,9242,960197
36,Apr-11,271624,176594,149970,56171,62986,19603,9932,6689,753569
36,May-11,335191,216046,177811,69744,77100,23013,11429,7932,918266
36,Jun-11,314273,207268,173491,67913,74279,20861,11346,8041,877472
36,Jul-11,314275,203253,177899,65497,69766,22540,10856,6851,870937
36,Aug-11,356987,230095,196089,74864,80681,24940,12019,8403,984078
36,Sep-11,328166,211250,182803,69696,74794,22661,11337,8174,908881
36,Oct-11,318036,207682,184890,64140,68962,22362,10487,7631,884190
36,Nov-11,342400,216162,196534,72261,79690,24305,12104,8603,952059
36,Dec-11,297295,192655,162912,60892,66765,20414,9770,7183,817886
36,Jan-12,295922,188245,174688,62698,69587,21459,10242,7671,830512
36,Feb-12,356126,226773,205433,73284,81632,24712,12258,8951,989169
36,Mar-12,375926,237274,216407,74801,83246,27788,12697,9000,1037139
36,Apr-12,306444,198318,177444,62370,69525,22350,10893,8235,855579
36,May-12,382958,256465,216493,80055,89183,28780,13464,9253,1076651
36,Jun-12,334686,217071,190328,67499,75384,24083,11567,8460,929078
36,Jul-12,353730,234278,204129,71196,77767,25812,11931,8095,986938
36,Aug-12,386760,251551,218006,79237,87457,27618,13376,9620,1073625
36,Sep-12,346083,227242,194283,68708,79927,23543,11959,8420,960165
